# T=10^0	T=10^1	T=10^2	T=10^3	T=10^4
1	8	105	1029	9964
1	13	100	1020	10200
0	9	92	966	10024
1	5	85	1003	9991
1	10	98	1013	10050
1	12	103	1000	9999
2	15	112	947	9919
0	8	87	1017	9807
1	7	101	1017	9998
2	14	115	994	10061
1	6	86	991	10058
1	13	100	983	9971
1	10	91	924	9875
1	16	104	1004	10174
2	6	93	984	9949
0	12	105	943	9868
2	13	97	1031	10081
1	15	102	983	10031
0	7	87	1010	9967
1	12	97	958	9919
0	16	95	990	10029
1	14	97	974	9858
0	11	105	1011	10090
0	12	93	998	9944
0	8	89	995	9851
2	9	95	997	9822
1	13	114	1037	9883
1	11	107	1060	10146
1	8	88	979	9886
0	12	97	984	9909
1	5	92	974	10040
0	5	94	1025	9912
0	7	109	1018	9939
1	14	96	970	10050
1	11	94	983	10024
2	11	105	1018	9927
1	12	114	1008	10017
0	8	98	964	9945
1	10	100	968	9921
0	8	107	1026	9910
0	9	107	1003	9999
0	9	106	963	10040
1	11	88	966	9923
1	13	96	950	9958
0	10	93	994	9981
0	8	112	1070	10021
1	14	100	1004	9941
1	10	91	944	10098
1	7	96	989	10010
1	14	96	1002	9983
1	8	110	969	10001
1	9	105	1016	10003
2	10	101	976	10205
1	11	95	980	9953
0	11	104	997	10106
0	12	91	1028	10092
0	12	105	1046	9844
2	7	84	966	9810
4	10	97	1023	9944
0	10	89	975	9921
1	3	95	990	10232
0	11	103	1044	10096
0	4	91	1006	10042
1	7	95	1031	9935
0	7	77	977	10012
2	10	101	1012	9942
0	17	107	1035	9903
2	9	90	993	10068
0	7	85	957	10013
1	8	102	1033	10122
0	6	87	998	9841
1	3	92	992	9850
0	12	87	971	10015
1	13	113	1039	9941
0	13	125	945	9909
0	10	99	1034	10011
1	12	101	993	10071
0	10	113	974	9812
0	11	109	990	9955
1	7	106	993	9947
1	6	94	955	9689
1	15	116	1009	10034
0	6	102	1007	10212
0	7	104	988	9987
1	11	92	1008	10084
0	8	96	955	9912
2	14	103	1032	10121
1	10	116	1008	10045
1	13	103	952	10032
1	9	112	1082	10073
2	14	108	937	9907
2	13	84	981	10011
3	14	105	1004	9981
1	7	98	1023	10085
1	9	109	1004	9933
1	9	93	991	9888
0	7	102	1021	10134
0	18	99	952	9961
1	9	102	987	10028
0	7	103	999	10039
2	5	95	1068	9995
1	11	107	941	9772
0	8	80	990	9963
1	8	113	1004	9961
0	7	97	1021	10102
0	7	97	1009	10254
1	12	104	984	9875
0	8	109	1094	10000
0	8	87	957	9944
1	13	117	1053	10078
2	8	88	1010	9978
1	8	124	1051	9951
2	13	102	960	9916
1	16	112	1038	9942
2	17	112	1022	9999
2	7	106	950	9953
1	10	93	944	9989
1	6	98	1031	9791
1	13	107	995	9889
1	9	102	1025	10018
1	19	108	1004	10030
1	9	94	960	9951
0	7	93	1031	10045
0	7	92	997	10016
2	18	95	980	10026
2	11	110	1045	10155
0	6	87	902	9951
2	15	115	1058	10135
0	10	112	1022	10206
0	6	97	1059	10031
0	4	82	971	10005
1	9	89	982	9932
2	11	100	984	10063
2	11	100	1011	9938
1	12	94	1022	9939
2	10	104	1010	9875
1	15	108	1009	10061
0	8	101	1043	10168
1	13	114	992	10023
3	7	100	1061	10115
1	9	121	1004	9855
2	16	99	1021	9928
1	14	114	995	9965
0	5	94	978	10052
0	7	114	1035	9942
0	9	111	983	9886
0	9	97	986	9830
2	8	111	1018	10044
0	5	93	969	9867
1	11	82	959	9950
0	8	77	977	10101
2	12	93	1001	10148
3	9	91	1005	9966
0	11	101	997	10215
2	7	92	979	9744
2	13	98	943	9926
2	14	103	1020	10045
3	12	110	1038	10032
1	11	109	1068	10110
0	8	84	981	10037
2	7	91	984	9961
2	16	109	934	9979
0	9	83	944	9795
1	10	95	994	9997
1	11	109	1062	10038
1	9	96	1044	10069
2	11	94	983	10121
1	9	114	974	10000
0	8	93	986	10040
0	13	103	1026	10082
1	7	102	962	10015
0	13	111	966	9818
4	18	102	1024	10171
1	14	108	987	10031
2	10	94	974	9968
2	13	111	1030	10111
0	7	91	1011	9890
0	8	98	939	9869
0	8	100	963	10008
0	9	89	976	9920
3	16	127	1056	10148
0	7	104	995	9953
1	13	95	1004	10042
1	10	106	1015	9962
1	11	107	959	10041
2	9	91	931	10143
2	12	100	999	9990
0	13	101	1001	10098
1	8	96	980	9951
1	12	110	1015	10155
2	20	100	1084	10085
1	9	96	1010	9987
1	4	99	1047	9996
0	10	108	1011	10156
0	12	93	1003	10043
0	9	96	1014	9866
0	5	101	1005	10074
0	10	90	987	9789
1	5	98	1048	10079
1	10	108	1053	9996
1	13	99	985	9896
1	7	92	942	10003
0	6	100	1062	10036
1	5	98	1005	10090
1	12	108	1042	10153
3	8	116	938	9862
3	10	99	1006	9932
0	12	97	989	9992
1	11	105	1010	10025
0	10	91	1017	10200
1	8	100	1022	9994
0	9	102	1007	10078
1	8	82	995	10124
1	10	95	996	9855
1	12	92	1063	10024
2	12	102	964	10043
1	10	100	981	9860
0	11	112	994	10101
0	12	90	1022	9985
1	7	109	1012	9900
0	10	102	1027	10017
0	15	108	983	9814
1	10	91	954	9938
1	10	95	983	9998
1	10	117	975	10090
0	4	94	1031	10326
0	8	82	1014	10169
1	10	88	1015	10084
1	15	113	1026	10143
1	9	82	949	10193
3	11	95	1010	9993
1	10	109	1017	9879
2	10	110	1023	10109
1	10	84	958	9977
0	5	96	973	10005
0	9	107	969	9815
0	10	107	1008	10008
0	9	90	996	9912
1	9	116	987	9944
1	13	110	1053	10055
0	10	110	1001	10002
1	6	99	1021	10090
2	11	92	1002	10072
1	7	97	1009	9835
2	6	77	956	10079
1	7	78	972	9867
0	6	92	976	9914
1	16	100	952	9802
0	5	86	1008	9960
0	12	113	1016	9855
1	7	102	1010	9864
1	12	106	976	10016
1	10	94	1057	10050
1	10	102	1045	10023
1	6	98	1045	10009
0	11	99	1000	9878
2	7	109	1012	9943
2	10	125	1037	9799
1	11	109	971	9913
2	13	110	1030	10025
4	17	102	1048	10131
2	10	84	1020	9939
0	6	96	1011	9926
2	14	109	1027	10217
2	8	90	981	9877
2	14	108	985	9958
1	12	115	1010	10017
3	18	95	1019	9990
1	8	97	987	10091
2	9	91	978	9950
1	8	84	1005	10035
1	8	85	999	10109
0	14	104	976	10097
5	16	94	966	10077
0	8	96	992	9938
2	8	102	984	9939
0	6	95	992	9956
1	9	89	959	10022
0	15	106	1029	9839
0	7	94	972	10052
2	12	116	998	9933
1	8	101	1002	9925
0	7	106	985	10029
0	9	104	1010	10007
1	15	113	985	9875
0	8	98	1004	9941
1	9	111	983	9909
2	10	113	1011	9896
0	10	98	979	10080
0	6	119	1035	9934
4	11	107	1045	10161
2	14	111	1028	9988
1	10	84	957	9976
0	9	93	1016	10121
1	14	108	1024	9950
1	9	101	1038	9949
2	16	114	1026	10106
0	11	108	982	10064
0	3	112	1035	10010
0	4	90	1017	10097
3	11	100	984	9992
3	10	91	1003	9784
0	11	91	974	10028
1	9	104	1006	9937
0	4	99	999	10009
1	7	103	1025	10011
1	11	107	1005	9987
2	7	90	957	10114
1	13	108	1011	10028
0	11	103	1007	10068
1	10	115	1013	9998
1	13	100	985	9993
2	9	110	963	9922
2	9	97	959	9877
0	7	99	1012	10020
2	10	85	973	9778
0	12	104	1012	9965
0	15	101	992	9910
1	9	107	1003	10013
0	10	87	965	10140
2	6	88	1020	10037
2	15	116	1066	10239
1	8	91	1037	9927
0	7	97	966	10068
1	7	90	1008	10027
0	11	78	952	9956
1	18	92	1015	9823
0	20	100	998	10139
0	13	110	1008	10057
0	10	100	1035	10025
1	12	86	934	9858
2	8	107	1005	9914
1	7	100	998	9893
1	7	96	1027	9920
1	13	86	957	9917
2	10	112	1018	9929
0	14	103	939	10016
2	12	93	998	9969
1	13	97	985	9997
1	10	96	981	10086
1	6	91	1007	10194
1	8	99	941	9868
2	11	103	1001	10102
3	5	100	988	9927
0	9	107	953	9938
0	9	111	1041	9985
1	10	87	977	9864
0	4	96	1042	9969
1	9	100	939	10024
1	16	110	1011	9981
0	11	105	973	9852
1	12	89	984	9990
2	11	98	1005	10071
2	15	118	999	9996
0	4	101	1027	9962
2	8	131	1045	9963
2	6	82	951	9874
0	7	101	1021	10156
0	7	110	997	9932
2	11	94	996	9968
1	15	103	983	9885
1	11	102	989	10027
0	8	113	1078	10163
2	9	109	1030	9992
1	7	113	1018	10083
0	8	116	1005	10047
1	7	97	1051	10193
1	12	84	961	10118
2	13	111	989	10127
0	10	104	1031	10020
0	8	104	987	9940
2	16	102	1018	9989
0	10	111	1030	9969
1	8	87	992	9964
2	10	87	1011	9992
0	11	95	989	9878
1	8	97	1010	9934
1	10	104	988	9986
1	13	101	993	9960
2	7	105	1063	10136
1	11	118	1021	9826
2	14	115	974	10028
1	6	98	1032	10081
1	13	102	1024	9927
2	13	110	1010	10012
2	10	97	1010	10037
0	9	123	1020	10125
1	6	114	1078	10082
2	8	97	1009	9979
1	15	117	1033	9874
1	12	102	1011	10051
0	15	117	1044	10177
0	6	94	992	9786
0	9	108	993	10120
1	10	94	1019	9956
0	9	109	976	9820
2	12	112	995	9996
1	8	94	983	9944
1	8	107	1044	10054
0	9	104	1012	10074
0	9	79	1007	10039
0	8	92	933	9925
0	4	78	989	10037
2	10	88	1003	9932
1	8	115	981	9975
1	15	110	979	10055
0	10	98	1013	10165
1	10	102	1013	10029
0	12	97	977	9799
0	6	84	999	9934
1	11	97	966	9858
2	12	107	1047	10010
1	10	101	993	10045
0	8	108	1016	10096
0	7	98	943	10019
0	8	97	1061	9985
1	10	93	986	10009
0	12	82	998	9955
0	9	103	1005	9748
2	9	74	1047	9927
0	8	98	1038	9880
1	5	87	989	9957
0	9	102	974	9666
1	13	98	988	10072
1	15	90	962	9868
1	5	98	1026	9875
1	9	113	1029	10071
1	9	113	1005	9880
1	11	100	1052	9774
1	11	99	976	10002
1	12	91	979	9931
0	4	86	969	9964
0	9	110	1082	10087
0	7	90	965	9845
2	8	84	960	10072
0	8	117	934	10000
1	12	94	1014	9972
0	12	112	966	9958
1	6	91	957	9865
0	12	117	1043	9923
1	7	96	1035	10143
2	8	104	1061	10104
1	12	102	1013	9939
0	10	93	964	9980
1	7	80	994	10038
2	10	98	1055	10094
2	13	86	976	9821
1	8	90	972	9901
0	5	86	978	9855
1	12	92	943	9944
1	11	96	1008	10154
1	7	111	1005	9986
0	13	89	997	10059
0	5	95	974	9954
0	9	89	1007	9973
0	10	124	1057	10053
0	9	92	948	9944
2	12	97	975	9798
0	10	114	1025	10021
0	9	94	1017	9963
0	6	101	998	10213
2	12	104	983	9846
0	13	87	953	9979
2	16	116	1030	9954
1	10	88	989	10081
0	9	113	1021	9952
1	8	103	984	10012
0	2	90	1012	10017
3	14	102	998	9907
1	10	126	961	10001
0	7	97	976	10128
1	17	110	1053	9943
0	5	90	995	9928
0	9	109	982	10170
0	8	106	1007	9836
2	8	84	938	9866
1	17	94	1009	9997
1	6	75	960	10022
0	9	92	1053	9984
0	8	99	1066	10184
2	12	104	987	9899
1	9	107	1026	10088
0	7	94	1000	9946
2	13	99	1039	10022
0	13	129	1042	10025
2	9	88	1037	10170
0	11	96	966	9937
0	12	90	972	9899
0	9	103	1011	10021
2	9	98	989	9883
2	14	108	1013	9972
0	7	85	958	10016
1	13	118	1014	10097
2	8	108	989	9991
1	11	90	990	10067
1	10	108	1023	9941
2	13	102	1031	10019
0	9	103	972	9988
0	8	108	948	10019
1	7	117	1099	10329
2	11	110	977	9930
0	10	103	1012	10021
1	9	103	936	9762
0	9	109	1005	10132
2	13	110	1025	10158
0	5	108	1001	10078
0	9	90	1042	10172
0	12	97	1033	10144
4	13	84	1029	10040
2	10	98	1054	10000
0	4	100	1038	9984
0	11	109	1013	10037
1	9	92	1040	10108
2	16	110	1023	10020
0	10	99	1026	10154
0	12	89	947	9937
1	6	115	1013	10053
1	12	102	1057	10147
2	8	130	1029	9997
2	6	101	1021	9901
0	10	100	966	9858
0	9	100	1022	10037
0	10	98	996	9839
0	9	98	955	9924
2	9	84	1009	9982
1	12	102	994	9999
2	12	103	1032	10198
3	7	96	936	9824
1	10	103	1029	10185
0	7	107	983	9960
1	10	103	1059	9970
3	14	102	1032	9930
0	6	96	1003	10058
0	6	91	1036	10054
2	8	105	1057	10100
2	7	108	996	10204
2	12	86	953	10035
0	18	117	954	9873
1	8	82	947	10049
1	13	95	1017	9803
4	13	116	1061	9807
2	7	91	1018	9843
2	12	111	1035	10044
0	9	93	961	10025
0	5	109	1024	10253
1	10	102	1021	10064
1	13	101	1022	10031
1	11	92	969	10087
0	11	99	1008	10004
1	11	99	1003	10094
2	7	93	1025	10056
0	11	91	964	10024
1	9	98	1023	10013
0	8	74	996	10124
2	8	102	1014	10031
1	11	83	1005	10124
2	10	103	989	9843
0	6	95	955	9991
0	10	91	930	9928
2	11	100	1044	9852
1	10	102	1024	10014
0	5	98	1038	10025
0	6	87	1022	9952
0	7	106	1018	9941
1	14	110	1040	10083
0	11	105	1009	9942
0	10	95	963	9825
1	8	71	966	9945
2	8	108	1049	9853
0	11	93	1017	10079
1	13	105	1054	9925
4	10	82	967	9906
0	10	97	985	10140
1	12	75	1013	10133
0	10	103	1005	10017
2	13	108	1040	10017
0	6	102	959	9952
2	6	109	917	10013
0	9	94	974	9916
0	9	104	1029	10039
2	10	94	977	9875
1	13	92	1003	9873
2	10	112	992	9962
0	16	115	1025	10083
1	6	73	954	9911
1	9	110	993	9967
1	7	107	976	10015
2	18	96	1027	10022
0	9	108	1088	10001
2	13	114	1043	10202
0	8	90	979	9992
2	12	97	944	9988
0	6	85	1038	10076
0	5	106	978	10058
1	12	104	1013	10108
1	7	100	963	10045
2	11	114	994	9861
0	8	99	1020	10018
2	10	98	959	9956
1	12	105	984	10001
0	14	106	1022	9979
0	5	87	990	10011
2	8	89	979	10082
1	6	100	1037	9957
2	11	100	949	9936
1	7	86	988	9997
1	11	106	1003	9951
0	12	99	931	10003
0	5	106	1000	9980
0	6	91	982	10076
1	11	113	1036	10013
1	10	107	965	9855
0	12	101	1065	10099
2	13	94	1013	9985
1	9	98	1036	10013
2	7	105	1014	10045
0	5	84	977	10051
2	11	105	1005	9991
0	12	90	990	10117
2	8	103	1039	10005
0	8	100	994	10090
0	11	107	1012	9769
0	12	101	995	9900
3	8	104	1004	9956
0	10	93	1007	10067
1	11	122	1026	10056
0	7	86	1008	10112
0	7	95	995	10040
0	12	106	977	9859
1	12	93	1018	10153
1	9	93	1003	10062
1	11	107	1003	10173
0	3	85	932	9888
3	11	113	1005	10085
0	4	87	972	9985
0	6	94	957	9900
3	13	110	1014	10180
0	6	111	1005	10001
0	12	105	1043	10046
3	9	120	1002	10088
1	15	100	976	9848
0	7	101	1006	9902
3	11	105	1010	9948
2	5	102	959	10012
1	8	98	998	9925
0	4	90	1051	10104
0	9	105	1021	10061
1	12	89	982	10043
0	7	86	1024	10062
1	9	98	988	10145
0	9	96	972	10001
3	16	105	1017	9923
2	8	88	990	9889
0	7	92	998	10035
0	10	98	976	10063
3	12	110	1013	10062
3	9	103	1020	10053
0	8	103	1011	10060
0	16	109	1052	10103
1	8	99	1011	9992
2	10	93	1008	10039
0	11	110	1040	10020
0	8	100	974	9991
3	9	105	995	10007
1	13	97	996	9767
0	4	105	967	10139
1	8	89	971	9983
0	5	85	999	9997
0	7	100	1021	9900
1	9	92	957	10051
0	12	99	998	9823
1	8	96	989	9848
1	9	94	997	10021
2	8	111	992	9993
0	6	88	1022	10271
2	12	100	980	10010
1	5	83	997	9937
0	9	78	949	9908
0	14	100	1040	9885
1	12	101	940	9994
0	10	104	1022	10036
0	7	96	961	9959
0	11	108	992	9964
1	12	98	1001	9892
1	11	103	1031	10007
2	7	97	983	9923
0	6	95	1040	10109
1	9	97	1037	10010
1	10	115	1000	10090
0	10	107	1015	9885
1	19	113	994	9897
1	9	105	1030	10006
1	9	121	992	9821
0	11	103	1008	9986
0	7	114	986	9902
1	6	91	1026	10118
1	16	102	957	9831
1	8	100	1004	9997
2	14	107	1021	10099
3	15	115	1046	10269
0	5	110	979	9960
0	10	103	975	10030
1	9	110	997	9977
1	14	99	921	9950
1	13	102	985	10089
1	5	101	1067	10158
1	12	98	955	9908
2	14	115	995	10086
0	11	96	985	9850
1	10	98	1005	10152
1	6	110	986	9953
1	7	87	1046	10072
2	7	90	979	10009
0	8	77	975	9940
0	8	100	993	9767
2	13	99	1025	10029
1	13	90	1011	9876
2	8	101	1011	10048
3	9	94	970	9863
1	12	87	976	9954
3	9	91	1004	9949
0	8	96	954	9843
0	6	92	986	10014
1	9	91	1054	10154
1	9	98	1037	10049
0	4	88	964	9781
0	7	92	978	10067
0	9	106	1020	9909
2	9	89	997	9874
0	8	97	972	10055
1	11	124	1009	9976
1	14	109	986	9996
0	8	94	991	9974
0	8	106	995	10030
2	13	99	1002	10083
0	11	117	1025	10124
1	8	88	939	9952
0	7	78	1010	10114
3	12	100	1051	10081
3	9	103	992	9837
0	7	97	951	10053
0	11	94	1031	10016
0	3	79	1034	9895
1	6	96	950	9946
1	11	87	998	10153
4	8	104	1031	9973
0	8	105	959	9794
2	7	113	1043	10162
0	10	117	1057	9982
1	9	100	999	9965
0	11	96	1014	10119
0	9	96	1021	10059
0	11	100	972	10071
1	15	100	996	10046
2	10	91	998	10138
3	14	98	991	10130
1	7	92	934	9935
1	5	104	998	9910
4	20	114	1009	9904
1	12	99	996	10069
1	6	98	1067	9966
0	15	100	992	10113
2	9	111	1049	10140
4	11	110	1060	10086
2	15	101	1052	10288
0	10	103	997	9973
1	7	110	976	10065
3	15	104	1002	9841
0	14	102	972	9991
1	11	103	1018	10098
0	8	94	1016	10128
1	10	102	1016	9958
0	6	87	1003	9940
0	9	107	1081	10158
0	4	86	928	9880
1	13	117	1048	9957
1	7	80	926	10031
3	12	88	1012	10006
2	14	118	947	9896
1	4	89	994	9806
2	13	99	991	9973
1	12	120	1007	9783
1	4	97	1071	10069
2	14	118	993	9874
0	6	99	1004	10088
0	9	91	984	9944
3	10	124	1029	10045
3	18	119	1017	9948
0	12	100	993	10071
0	6	104	971	9955
0	12	99	956	9978
0	7	102	1022	10113
1	10	108	992	10157
1	14	115	994	10164
0	6	92	1041	10087
1	5	103	989	10041
0	6	103	975	10063
1	6	99	1022	10201
1	10	113	1056	9956
0	5	101	974	10232
0	9	91	1034	10077
0	8	89	1030	9926
2	6	93	1039	10013
0	11	84	941	10078
0	6	109	934	10022
0	11	93	1019	10043
1	13	111	1050	10072
2	8	104	982	9897
1	9	95	1011	10085
3	15	103	986	9860
0	5	99	973	9998
2	12	98	1000	10170
1	12	100	1043	10087
1	16	92	1035	10137
0	3	97	977	9917
1	16	120	1022	9946
1	13	105	977	10124
0	4	99	975	9943
1	10	104	1051	10124
2	7	96	1004	10096
0	13	106	977	9915
0	4	92	975	9888
1	5	74	931	10050
0	9	98	1081	10082
0	6	105	998	10100
0	9	93	1021	10042
2	17	107	1022	9796
0	7	111	1012	9785
1	16	118	1085	10184
3	7	106	1050	9967
0	5	101	978	9993
1	7	100	949	10086
2	9	91	1037	9978
4	11	91	1030	10090
4	9	118	1010	10081
1	8	92	991	9956
1	6	98	976	10086
2	18	96	958	9909
1	13	112	1009	9960
0	11	128	994	9867
0	8	104	1023	10052
1	11	104	1044	9987
1	11	103	1040	10174
0	4	102	1049	10172
0	8	96	921	9942
0	10	87	979	9971
1	14	98	1032	10212
2	15	87	996	9987
0	12	98	972	9850
0	10	98	1006	10047
2	14	99	983	10192
1	14	108	1000	9941
3	10	94	996	10347
0	10	100	985	10041
0	7	108	976	9997
2	16	97	1013	9945
1	13	105	1022	10174
3	13	102	969	10104
0	9	108	984	9825
2	12	107	1067	9971
0	10	100	997	10201
2	14	110	1009	10112
2	12	116	993	10071
3	15	90	919	9937
0	10	100	969	10037
0	11	93	983	10186
1	11	112	943	9953
0	8	96	974	9859
1	5	75	981	10012
0	14	99	983	9986
1	7	112	980	9960
5	14	98	994	9937
0	13	90	1007	9847
1	10	99	960	10080
0	4	87	1019	9915
2	9	94	1020	10009
1	8	102	1084	10045
0	9	100	982	9857
0	8	94	943	10073
0	9	97	1021	9944
1	9	109	1031	9915
3	13	95	953	9817
0	5	115	1020	10223
0	11	104	1041	9962
1	7	90	989	9956
0	14	101	1037	9908
4	13	115	1028	10117
3	7	86	989	9894
1	13	120	1043	9975
1	15	103	1014	10065
2	13	103	997	10105
1	9	94	1008	10068
2	8	100	1030	10040
0	15	96	1042	9851
0	9	82	1005	10086
1	9	83	974	9904
2	18	102	1019	9964
3	13	106	1037	10016
0	6	100	1006	10134
0	12	92	935	10004
1	9	88	987	10127
1	10	97	995	9969
0	9	97	983	9905
1	13	107	998	9945
0	12	103	982	10098
2	10	102	1038	9865
1	15	106	1021	9941
0	12	92	996	10012
1	13	103	1029	9983
2	11	106	998	10009
2	9	90	988	10108
1	6	105	1001	9954
0	11	98	974	9977
1	15	97	978	10065
0	10	98	1055	10033
1	13	97	1011	9874
0	14	93	990	9890
1	12	94	1002	10033
2	13	114	1018	9985
0	8	100	1069	10027
0	9	93	1031	10069
1	7	111	1062	9951
0	2	99	1003	9949
0	6	81	947	9824
1	4	87	1005	9965
2	11	95	946	9941
0	14	98	1002	10095
3	18	88	994	9794
1	12	90	985	9958
0	6	99	1026	10047
2	14	96	995	9756
1	13	105	985	9991
1	7	89	957	9736
0	14	98	998	10058
0	6	102	1031	9975
0	8	109	1009	9968
0	7	85	951	9923
2	7	114	963	10022
2	18	105	1055	10053
1	5	85	1025	10112
1	10	106	1004	10106
2	9	96	995	10017
1	14	104	983	9931
1	6	89	980	9837
1	5	102	985	9971
0	8	87	1018	9988
2	15	104	1020	10008
1	8	108	1002	10128
1	9	77	983	9917
1	11	110	1033	9906
0	10	101	954	9913
2	9	79	965	9959
0	13	111	980	10041
0	8	108	963	10147
1	8	111	986	9973
1	10	89	949	10048
1	10	97	982	9855
0	9	105	953	9876
2	8	97	970	9823
0	10	92	950	9798
1	5	98	963	9899
2	9	83	945	9816
0	9	112	999	9900
2	7	94	965	9969
0	13	98	1028	10034
1	7	108	999	9947
2	6	103	1078	10092
0	12	94	970	9827
0	13	112	1011	10131
0	13	92	1013	10049
0	9	88	994	10190
1	10	104	977	9794
1	5	98	1019	9883
1	11	109	997	9982
3	14	101	989	10078
1	11	89	977	9968
0	13	115	1074	10123
3	13	95	1033	9992
1	10	94	1047	10169
0	10	91	989	9958
1	12	95	986	9902
2	9	89	1086	10068
0	15	114	1012	10110
1	6	109	960	9917
0	7	93	966	10001
0	8	97	1007	9813
2	4	86	1000	10078
1	14	109	991	9912
1	9	85	1023	9908
3	10	115	1000	10044
0	8	86	994	10027
0	4	100	977	9865
3	12	110	981	9975
0	7	103	961	9898
3	17	98	990	10013
0	6	99	988	9942
1	13	123	1011	10081
1	14	98	992	9990
0	7	96	993	10170
2	14	109	1022	10059
2	7	99	1029	9922
1	11	96	1007	10033
0	10	114	978	10047
2	18	99	1037	10072
2	9	98	987	9808
2	9	113	1004	9825
1	9	90	1051	10102
0	7	105	1009	9995
0	5	77	948	9846
0	7	98	969	10019
1	12	98	1030	10088
0	8	83	1040	9977
2	15	102	1007	10074
3	12	110	1004	9891
0	6	100	1030	10078
0	14	114	981	10076
1	11	110	982	10028
0	7	105	1032	10018
2	9	99	1024	9993
2	9	97	989	9902
0	7	79	964	9940
0	5	97	1014	10036
2	12	112	1021	10022
3	15	105	976	9913
1	14	101	974	10100
1	7	111	979	9957
1	10	108	1036	10158
1	10	91	1034	10244
3	15	107	1032	10095
1	11	100	1026	10041
1	13	113	1004	10041
0	19	107	974	9863
3	13	99	1075	10173
1	12	108	1050	10077
1	15	102	1053	9919
1	8	99	1001	9976
1	7	86	989	9855
0	11	95	990	9962
2	16	102	986	10193
0	7	102	931	9996
0	8	82	1028	10075
1	7	100	1014	9855
2	12	94	964	9905
2	7	98	1009	10122
0	10	88	944	9686
0	10	95	976	10261
1	4	91	1011	10165
0	13	107	1005	10020
1	11	86	1004	10006
1	5	100	986	9946
1	12	99	971	9892
0	12	109	988	9903
0	5	93	986	9838
0	11	101	1024	10183
0	8	89	1042	10140
0	7	95	987	10083
1	13	97	1035	10051
0	8	106	931	9942
1	10	105	1039	9995
1	3	99	1032	10137
0	12	91	976	9971
2	10	103	975	10110
0	6	96	1018	10158
0	5	90	1002	10040
2	15	118	1015	10045
2	9	104	975	10016
0	10	113	1014	10096
0	8	96	975	10020
2	8	102	1016	10003
1	8	111	1038	10083
1	12	104	1023	10076
2	14	89	965	10041
0	9	88	1026	9996
1	5	92	1022	9829
1	8	88	964	9915
0	16	103	996	10043
1	8	86	1046	10123
2	6	82	958	10150
0	4	82	1015	10074
1	13	103	965	9837
2	20	90	979	9851
0	9	104	990	9876
2	12	106	984	9946
0	9	98	1012	9957
1	10	99	1012	10031
1	13	109	1057	10023
2	8	95	1003	10035
0	11	108	1043	10114
0	7	86	998	10022
2	4	98	1014	10026
1	7	87	1006	10099
0	8	123	1029	9974
3	15	108	1048	9989
0	11	100	943	9794
1	10	100	977	10075
3	15	106	991	9919
0	10	101	936	10112
1	10	113	987	9843
3	11	97	1033	10162
0	11	106	971	9972
0	5	98	1058	10003
1	12	100	991	10113
0	10	98	1002	9902
1	6	97	1026	9953
1	9	92	1008	10070
0	10	117	1027	10048
0	7	102	993	9998
0	6	89	973	10014
1	10	113	1065	10102
1	10	105	978	9811
0	12	104	981	9927
0	9	100	1006	9964
0	9	95	947	9950
1	13	92	1006	10144
1	7	110	1070	10132
0	3	89	975	10106
2	10	113	979	10039
2	9	113	996	10116
2	7	100	997	9761
1	4	92	965	9991
0	8	97	1033	10138
0	10	87	998	10101
1	10	102	1017	9948
1	10	99	1028	9929
2	13	119	1022	10049
1	8	96	995	10159
2	11	103	1017	9796
1	15	115	1034	10094
0	11	97	1002	9973
2	11	96	969	9942
0	8	88	992	9902
0	11	107	1012	9918
0	7	89	1005	9995
3	8	85	1032	10021
2	8	115	1012	9896
1	12	112	1086	10179
1	10	97	988	9927
2	10	103	1029	9780
2	8	96	987	10088
1	6	100	955	9943
1	10	107	962	10084
0	13	121	1057	9993
0	6	100	990	9897
1	11	93	971	10004
0	10	91	958	10048
0	8	109	1005	10023
0	5	110	1001	9824
0	12	107	1019	9942
0	10	81	971	9975
4	9	108	1015	10050
0	8	76	982	9840
0	11	99	980	10002
2	14	114	1018	9997
1	11	107	971	9921
0	8	97	973	9979
2	16	113	985	9886
2	6	103	977	9939
2	12	95	979	10073
0	9	104	1038	9966
2	4	93	947	10050
1	12	87	975	10011
2	13	88	998	9920
1	12	97	1005	9983
0	12	104	1022	9886
3	13	118	1022	10051
1	21	112	997	9876
1	15	100	1023	9957
0	11	92	1027	9958
1	8	99	966	10088
0	6	114	1017	10038
0	12	98	1010	9846
1	11	98	1017	9958
3	17	122	998	9989
0	10	108	969	9897
1	11	85	999	10147
4	18	110	1023	10088
0	4	84	975	9879
1	12	93	960	9962
1	9	97	1021	9915
1	5	93	972	9962
3	11	98	994	10098
3	12	97	944	9845
0	8	101	1003	10005
1	8	93	949	9853
0	12	106	989	10067
1	13	127	1009	9986
1	14	104	1057	10084
2	11	98	982	10070
3	11	103	1018	9889
0	7	98	972	9924
1	8	100	999	9994
1	8	108	1034	10146
0	16	95	989	10018
3	13	116	994	10115
1	11	114	1002	10054
0	10	103	982	10075
5	11	124	1023	10126
1	4	92	992	10246
1	12	120	1032	10139
4	11	98	1009	10076
0	10	102	981	9911
1	9	98	1021	10010
2	10	119	983	9952
3	6	100	1007	9978
1	4	100	937	10098
2	6	105	1041	10130
1	13	109	991	10090
1	10	116	1037	10002
0	10	110	964	9923
1	6	98	964	10115
4	15	102	990	9896
1	12	92	922	9890
2	16	119	999	10035
1	17	102	984	9976
